ERUP ID,NAME,VEI,START,END
16231,Tambora,7,1812,1815
20843,Rinjani,7,1257,
19644,Changbaishan,7,942,
13879,Santorini,7,-1610,
20904,Blanco,7,-2300,
16980,Kikai,7,-4350,
20610,Crater Lake,7,-5680,
18903,Kurile Lake,7,-6440,
16867,Pinatubo,6,1991,1991
20243,Novarupta,6,1912,1912
10624,Santa Maria,6,1902,1902
15589,Krakatau,6,1883,1883
13307,Unknown Source,6,1808,
14955,Long Island,6,1660,
11795,Huaynaputina,6,1600,1600
15112,Billy Mitchell,6,1580,
12865,Bardarbunga,6,1477,
11597,Quilotoa,6,1280,
10380,Ceboruco,6,930,
20422,Churchill,6,847,
15016,Witori,6,710,
15084,Rabaul,6,683,
15004,Dakataua,6,653,
10830,Ilopango,6,450,
18936,Ksudach,6,240,
14553,Taupo,6,233,
20421,Churchill,6,60,
15238,Ambrym,6,50,
10977,Apoyeque,6,-50,
19834,Okmok,6,-100,
14686,Raoul Island,6,-250,
16865,Pinatubo,6,-1050,
15012,Witori,6,-1370,
14547,Taupo,6,-1460,
20182,Aniakchak,6,-1645,
20156,Veniaminof,6,-1750,
20520,St. Helens,6,-1860,
12291,Hudson,6,-1890,
20179,Black Peak,6,-1900,
14954,Long Island,6,-2040,
16864,Pinatubo,6,-3550,
16826,Taal,6,-3580,
15011,Witori,6,-4000,
11004,Masaya,6,-4050,
14681,Macauley,6,-4360,
12288,Hudson,6,-4750,
17622,Tao-Rusyr Caldera,6,-5550,
18708,Mashu,6,-5550,
19491,Khangar,6,-5700,
20609,Crater Lake,6,-5900,
13990,Menengai,6,-6050,
20180,Aniakchak,6,-6300,
19138,Karymsky,6,-6600,
20047,Fisher,6,-7420,
16862,Pinatubo,6,-7460,
18745,Moekeshiwan [Lvinaya Past],6,-7480,
17036,Aira,6,-8050,
12755,Grimsvotn,6,-8230,
20855,Michinmahuida,6,-8400,
19654,Ulreung,6,-8750,
20809,Puyehue-Cordon Caulle,5,2011,2012
12299,Hudson,5,1991,1991
10610,Chichon,5,1982,1982
20557,St. Helens,5,1980,1986
16210,Agung,5,1963,1964
19336,Bezymianny,5,1955,1957
17621,Kharimkotan,5,1933,1933
11957,Azul,5,1916,1932
10459,Colima,5,1913,1913
18941,Ksudach,5,1907,
14506,Okataina,5,1886,1886
12911,Askja,5,1875,1875
19572,Sheveluch,5,1854,
16209,Agung,5,1843,
10872,Cosiguina,5,1835,1835
15718,Galunggung,5,1822,1822
20544,St. Helens,5,1800,
12674,Katla,5,1755,1756
18612,Shikotsu,5,1739,1739
12673,Katla,5,1721,1721
17452,Fujisan,5,1707,1708
16471,Tangkoko-Duasudara,5,1680,
16584,Gamkonora,5,1673,
18610,Shikotsu,5,1667,1667
18594,Toya,5,1663,1663
19565,Sheveluch,5,1652,
16694,Parker,5,1640,1641
18562,Hokkaido-Komagatake,5,1640,1640
13332,Vesuvius,5,1631,1632
13042,Furnas,5,1630,1630
12671,Katla,5,1625,1625
16105,Raung,5,1593,
15933,Kelut,5,1586,
13032,Agua de Pau,5,1563,1563
20541,St. Helens,5,1482,
20540,St. Helens,5,1480,
17051,Aira,5,1471,1476
16866,Pinatubo,5,1450,
12958,Oraefajokull,5,1362,1362
10608,Chichon,5,1360,
14505,Okataina,5,1310,1315
19946,Katla,5,1262,
11534,Cotopaxi,5,1130,
17679,Asamayama,5,1108,1108
12731,Hekla,5,1104,
11777,Ubinas,5,1082,
18714,Mashu,5,1080,
19561,Sheveluch,5,1034,
15111,Billy Mitchell,5,1030,
11471,Guagua Pichincha,5,930,
18099,Towada,5,915,
12204,Puyehue-Cordon Caulle,5,860,
10606,Chichon,5,780,
15015,Witori,5,690,
19556,Sheveluch,5,650,
19033,Opala,5,610,
19554,Sheveluch,5,600,
17815,Harunasan,5,550,
13308,Vesuvius,5,472,472
19995,Akutan,5,340,
15014,Witori,5,310,
11006,Masaya,5,150,
13037,Furnas,5,80,
10050,Vesuvius,5,79,79
13506,Etna,5,-122,
11005,Masaya,5,-170,
12191,Antillanca Group,5,-230,
11453,Atacazo,5,-320,
20445,Meager,5,-410,
20529,St. Helens,5,-530,
14559,Tongariro,5,-550,
18605,Shikotsu,5,-550,
11419,Pululagua,5,-690,
20195,Yantarni,5,-800,
12017,Sollipulli,5,-920,
17413,Fujisan,5,-930,
18922,Khodutka,5,-930,
17665,Sheveluch,5,-950,
12190,Antillanca Group,5,-960,
11610,Tungurahua,5,-1010,
12718,Hekla,5,-1100,
11392,Cuicocha,5,-1150,
12308,Aguilera,5,-1250,
11796,Yucamane,5,-1320,
17409,Fujisan,5,-1350,
19073,Avachinsky,5,-1350,
13492,Etna,5,-1500,
19072,Avachinsky,5,-1500,
20401,Hayes,5,-1550,
14432,Taranaki [Egmont],5,-1700,
20521,St. Helens,5,-1770,
12095,Villarrica,5,-1810,
20154,Dana,5,-1890,
11296,Tolima,5,-1990,
17659,Sheveluch,5,-2000,
10599,Chichon,5,-2030,
14027,Rungwe,5,-2050,
18291,Hachijojima,5,-2050,
11520,Cotopaxi,5,-2050,
17658,Sheveluch,5,-2100,
10033,Campi Flegrei,5,-2150,
15716,Galunggung,5,-2250,
12710,Hekla,5,-2310,
12326,Burney,5,-2320,
20518,St. Helens,5,-2340,
10043,Vesuvius,5,-2420,
11452,Atacazo,5,-2490,
10975,Apoyeque,5,-2550,
17653,Sheveluch,5,-2620,
11517,Cotopaxi,5,-2640,
17006,Ata,5,-2690,
14210,Fournaise,5,-2700,
18911,Iliinsky,5,-2850,
13026,Agua de Pau,5,-2990,
18917,Zheltovsky,5,-3050,
20853,Chaiten,5,-3100,
20048,Fisher,5,-3170,
19063,Avachinsky,5,-3200,
11516,Cotopaxi,5,-3280,
17865,Numazawa,5,-3400,
19534,Sheveluch,5,-3500,
14500,Okataina,5,-3580,
19533,Sheveluch,5,-3650,
10509,Popocatepetl,5,-3700,
20249,Kaguyak,5,-3850,
11513,Cotopaxi,5,-3880,
12701,Hekla,5,-4110,
18097,Towada,5,-4150,
10974,Apoyeque,5,-4160,
19055,Avachinsky,5,-4340,
11512,Cotopaxi,5,-4350,
19530,Sheveluch,5,-4400,
18559,Hokkaido-Komagatake,5,-4600,
18286,Hachijojima,5,-4650,
17552,Myokosan,5,-4750,
18927,Ksudach,5,-4900,
15102,Tavui,5,-4946,
14418,Mayor Island,5,-5060,
12192,Puyehue-Cordon Caulle,5,-5080,
12691,Hekla,5,-5150,
18926,Ksudach,5,-5200,
19599,Ichinsky,5,-5400,
19525,Sheveluch,5,-5500,
11511,Cotopaxi,5,-5820,
19047,Avachinsky,5,-5980,
17037,Aira,5,-6050,
14498,Okataina,5,-6060,
19865,Makushin,5,-6100,
19255,Kizimen,5,-6400,
11389,Soche,5,-6650,
10559,Orizaba,5,-6710,
12239,Calbuco,5,-6760,
19516,Sheveluch,5,-6800,
12021,Llaima,5,-6880,
10042,Vesuvius,5,-6940,
18604,Shikotsu,5,-6950,
18915,Zheltovsky,5,-7050,
19514,Sheveluch,5,-7150,
18093,Towada,5,-7250,
19770,Seguam,5,-7300,
19513,Sheveluch,5,-7300,
19512,Sheveluch,5,-7400,
12323,Burney,5,-7450,
14497,Okataina,5,-7560,
20107,Roundtop,5,-7600,
12270,Chaiten,5,-7750,
18924,Ksudach,5,-7900,
19254,Kizimen,5,-8050,
14533,Taupo,5,-8130,
18092,Towada,5,-8250,
14025,Ngozi,5,-8250,
20858,Calbuco,5,-8460,
12904,Askja,5,-8910,
14531,Taupo,5,-9240,
14558,Tongariro,5,-9350,
14557,Tongariro,5,-9450,
14530,Taupo,5,-9460,
14556,Tongariro,5,-9650,
21075,Wolf,4,2015,2015
21076,Calbuco,4,2015,2015
20934,Kelut,4,2014,2014
20825,Tolbachik,4,2012,2013
20800,Nabro,4,2011,2012
20767,Grimsvotn,4,2011,2011
15925,Merapi,4,2010,2012
12563,Eyjafjallajokull,4,2010,2010
18819,Sarychev Peak,4,2009,2009
19745,Kasatochi,4,2008,2008
19852,Okmok,4,2008,2008
12271,Chaiten,4,2008,2011
15100,Rabaul,4,2006,2010
14934,Manam,4,2004,2009
11446,Reventador,4,2002,2003
16493,Ruang,4,2002,2002
15063,Ulawun,4,2000,2000
19594,Sheveluch,4,1999,2017
15096,Rabaul,4,1994,1995
11868,Lascar,4,1993,1993
20399,Spurr,4,1992,1992
15957,Kelut,4,1990,1990
19468,Klyuchevskoy,4,1986,1990
18854,Chikurachki,4,1986,1986
20262,Augustine,4,1986,1986
16423,Colo,4,1983,1983
15721,Galunggung,4,1982,1983
18515,Pagan,4,1981,1985
18887,Alaid,4,1981,1981
20272,Augustine,4,1976,1977
19323,Tolbachik,4,1975,1976
10727,Fuego,4,1974,1974
18740,Chachadake [Tiatia],4,1973,1973
11666,Fernandina,4,1968,1968
16567,Awu,4,1966,1966
15956,Kelut,4,1966,1966
16853,Taal,4,1965,1965
19579,Sheveluch,4,1964,1964
12188,Carrán-Los Venados,4,1955,1955
20397,Spurr,4,1953,1953
15128,Bagana,4,1952,1952
15955,Kelut,4,1951,1951
15105,Lamington,4,1951,1956
15262,Ambrym,4,1950,1951
12749,Hekla,4,1947,1948
18812,Sarychev Peak,4,1946,1946
19102,Avachinsky,4,1945,1945
10486,Michoacan-Guanajuato,4,1943,1952
15090,Rabaul,4,1937,1937
16971,Kuchinoerabujima,4,1933,1934
15579,Suoh,4,1933,1933
10716,Fuego,4,1932,1932
20192,Aniakchak,4,1931,1931
19203,Klyuchevskoy,4,1931,1931
18575,Hokkaido-Komagatake,4,1929,1929
19099,Avachinsky,4,1926,1927
16910,Submarine Volcano NNE of Iriomotejima,4,1924,
18823,Raikoke,4,1924,
14907,Manam,4,1919,
15953,Kelut,4,1919,1919
12677,Katla,4,1918,1918
18502,Agrigan,4,1917,
11640,Tungurahua,4,1916,1925
17077,Aira,4,1914,1915
15083,Lolobau,4,1911,1912
15081,Lolobau,4,1904,1905
12823,Grimsvotn,4,1902,1904
12453,Soufrière St. Vincent,4,1902,1903
12430,Pelee,4,1902,1905
11341,Dona Juana,4,1897,1906
16794,Mayon,4,1897,1897
12252,Calbuco,4,1893,1894
16926,Suwanosejima,4,1889,1889
10452,Colima,4,1889,1890
17900,Bandaisan,4,1888,1888
14789,Niuafo'ou,4,1886,1886
11638,Tungurahua,4,1886,1888
20266,Augustine,4,1883,1884
10714,Fuego,4,1880,1880
11576,Cotopaxi,4,1877,1877
16923,Suwanosejima,4,1877,
13360,Vesuvius,4,1875,1906
12818,Grimsvotn,4,1873,1873
15878,Merapi,4,1872,1872
18837,Sinarka,4,1872,1878
16685,Makian,4,1861,1862
12676,Katla,4,1860,1860
10707,Fuego,4,1857,1857
18567,Hokkaido-Komagatake,4,1856,
18598,Toya,4,1853,1853
14779,Fonualei,4,1846,1846
12746,Hekla,4,1845,1846
16880,Babuyan Claro,4,1831,
19416,Klyuchevskoy,4,1829,
19086,Avachinsky,4,1827,1827
15944,Kelut,4,1826,1826
18597,Toya,4,1822,1822
10436,Colima,4,1818,1818
16113,Raung,4,1817,1817
13605,Mayon,4,1814,1814
16922,Suwanosejima,4,1813,1814
16556,Awu,4,1812,1812
12450,Soufrière St. Vincent,4,1812,1812
11799,Tutupaca,4,1802,1802
15022,Witori,4,1800,
20039,Westdahl,4,1795,
10593,San Martin,4,1793,1793
10060,Kilauea,4,1790,
18880,Alaid,4,1790,1793
13723,Etna,4,1787,1787
17748,Asamayama,4,1783,1783
12809,Grimsvotn,4,1783,1785
17061,Aira,4,1779,1781
18822,Raikoke,4,1778,
18596,Toya,4,1769,
11553,Cotopaxi,4,1768,
12745,Hekla,4,1766,1768
18265,Miyakejima,4,1763,1769
11930,Planchon-Peteroa,4,1762,
20111,Pavlof,4,1762,1786
16682,Makian,4,1760,1761
10485,Michoacan-Guanajuato,4,1759,1774
16841,Taal,4,1754,1754
18940,Ksudach,4,1750,
16840,Taal,4,1749,1749
11548,Cotopaxi,4,1744,1744
18555,Oshima-Oshima,4,1741,1742
10695,Fuego,4,1737,1737
12959,Oraefajokull,4,1727,1728
14695,Raoul Island,4,1720,
11265,Bravo,4,1720,
10692,Fuego,4,1717,1717
16837,Taal,4,1716,1716
18778,Chirpoi,4,1712,
18563,Hokkaido-Komagatake,4,1694,1694
16386,Serua,4,1693,1693
12743,Hekla,4,1693,1693
18845,Chikurachki,4,1690,
12672,Katla,4,1660,1661
11483,Guagua Pichincha,4,1660,1660
16375,Teon,4,1660,
14458,Taranaki [Egmont],4,1655,
13885,Santorini,4,1650,1650
16680,Makian,4,1646,1646
15934,Kelut,4,1641,
12023,Llaima,4,1640,
20852,Chaiten,4,1640,
16107,Raung,4,1638,
14694,Raoul Island,4,1630,
10419,Colima,4,1622,1622
12670,Katla,4,1612,
10417,Colima,4,1606,1606
10988,Momotombo,4,1605,1606
16921,Suwanosejima,4,1600,
12741,Hekla,4,1597,1597
11279,Ruiz,4,1595,
10414,Colima,4,1585,
10673,Fuego,4,1581,1582
12669,Katla,4,1580,
11414,Cayambe,4,1570,
15020,Witori,4,1550,
17635,Maly Semyachik,4,1550,
12668,Katla,4,1550,
20263,Augustine,4,1540,
20191,Aniakchak,4,1540,
11540,Cotopaxi,4,1534,1534
11538,Cotopaxi,4,1532,
10900,Telica,4,1529,
12739,Hekla,4,1510,
12667,Katla,4,1500,
13016,Sete Cidades,4,1444,
13041,Furnas,4,1441,
19950,Katla,4,1440,
12359,Soufriere Guadeloupe,4,1440,
19563,Sheveluch,4,1430,
18183,Izu-Oshima,4,1421,
19949,Katla,4,1416,
11129,Arenal,4,1400,
16693,Parker,4,1380,
22201,Mono-Inyo Craters,4,1380,
12358,Soufriere Guadeloupe,4,1370,
19948,Katla,4,1357,
20673,Mono-Inyo Craters,4,1350,
19213,Kikhpinych,4,1350,
11537,Cotopaxi,4,1350,
11276,Ruiz,4,1350,
12424,Pelee,4,1340,
11264,Bravo,4,1330,
12735,Hekla,4,1300,1301
11412,Cayambe,4,1290,
19945,Katla,4,1245,
17112,Kirishimayama,4,1235,
12497,Reykjanes,4,1226,1227
12495,Reykjanes,4,1211,
19944,Katla,4,1210,
10824,San Salvador,4,1200,
10607,Chichon,4,1190,
18177,Izu-Oshima,4,1183,
13039,Furnas,4,1170,
12732,Hekla,4,1158,
15080,Lolobau,4,1100,
20704,San Francisco Volcanic Field,4,1075,
11263,Bravo,4,1050,
11410,Cayambe,4,1040,
11128,Arenal,4,1030,
11127,Arenal,4,1020,
18939,Ksudach,4,1000,
19288,Tolbachik,4,1000,
19559,Sheveluch,4,970,
13318,Vesuvius,4,968,
19287,Tolbachik,4,950,
19335,Bezymianny,4,950,
19938,Katla,4,934,940
19937,Katla,4,920,
19286,Tolbachik,4,900,
12420,Pelee,4,890,
17536,Niigata-Yakeyama,4,887,
18174,Izu-Oshima,4,886,
18249,Niijima,4,886,
17030,Ata,4,885,885
17028,Ata,4,874,874
18526,Alamagan,4,870,
12854,Bardarbunga,4,870,
18173,Izu-Oshima,4,854,856
18256,Miyakejima,4,850,
19614,Kinenin,4,850,
14692,Raoul Island,4,850,
13038,Furnas,4,840,
17576,Kozushima,4,838,
10514,Popocatepetl,4,823,
17433,Fujisan,4,800,802
17100,Kirishimayama,4,788,
17025,Ata,4,770,
11532,Cotopaxi,4,770,
17047,Aira,4,764,
11126,Arenal,4,750,
11262,Bravo,4,750,
11531,Cotopaxi,4,740,
11620,Tungurahua,4,730,
14939,Karkar,4,730,
13883,Santorini,4,726,
17024,Ata,4,720,
20876,Calbuco,4,710,
19333,Bezymianny,4,700,
11125,Arenal,4,700,
20608,Newberry,4,690,
13314,Vesuvius,4,685,685
18167,Izu-Oshima,4,680,681
17023,Ata,4,660,
11124,Arenal,4,650,
20670,Mono-Inyo Craters,4,620,
17022,Ata,4,600,
19553,Sheveluch,4,580,
18717,Rausudake,4,550,
14690,Raoul Island,4,550,
11123,Arenal,4,550,
17814,Harunasan,4,520,
14938,Karkar,4,520,
13310,Vesuvius,4,512,
19551,Sheveluch,4,500,
20607,Newberry,4,490,
12417,Pelee,4,450,
12222,Osorno,4,420,
15581,Krakatau,4,416,
19283,Tolbachik,4,400,
14689,Raoul Island,4,400,
11122,Arenal,4,400,
13012,Sete Cidades,4,380,
17676,Asamayama,4,350,
12416,Pelee,4,350,
18162,Izu-Oshima,4,340,
17948,Zaozan,4,300,
12415,Pelee,4,300,
11814,Parinacota,4,290,
17588,Miyakejima,4,260,
19549,Sheveluch,4,250,
10052,Vesuvius,4,203,
20471,Glacier Peak,4,200,
20407,Wrangell,4,190,
11528,Cotopaxi,4,180,
12339,Liamuiga,4,160,
20875,Calbuco,4,160,
11527,Cotopaxi,4,150,
17019,Ata,4,150,
18712,Mashu,4,150,
12413,Pelee,4,130,
17018,Ata,4,130,
19545,Sheveluch,4,100,
14688,Raoul Island,4,100,
13011,Sete Cidades,4,90,
10616,Tacana,4,70,
11526,Cotopaxi,4,70,
11469,Guagua Pichincha,4,70,
12412,Pelee,4,50,
19279,Tolbachik,4,50,
11237,Turrialba,4,40,
15824,Merapi,4,20,
12411,Pelee,4,10,
14029,Rungwe,4,-50,
18677,Akan,4,-50,
17016,Ata,4,-80,
13093,Tenerife,4,-80,
11759,Misti,4,-80,
17360,Kujusan,4,-100,
19240,Krasheninnikov,4,-150,
11121,Arenal,4,-170,
19643,Changbaishan,4,-180,
13446,Vulcano,4,-183,
14552,Taupo,4,-200,
17366,Yufu-Tsurumi,4,-200,
17465,Hakusan,4,-200,
10512,Popocatepetl,4,-200,
12410,Pelee,4,-200,
11273,Ruiz,4,-200,
19975,Hudson Mountains,4,-210,
11524,Cotopaxi,4,-230,
20490,Rainier,4,-250,
11120,Arenal,4,-270,
17015,Ata,4,-270,
19539,Sheveluch,4,-300,
20593,Three Sisters,4,-350,
17491,Yakedake,4,-350,
11119,Arenal,4,-380,
11523,Cotopaxi,4,-400,
12408,Pelee,4,-440,
19329,Bezymianny,4,-450,
11420,Pululagua,4,-450,
19537,Sheveluch,4,-500,
12407,Pelee,4,-590,
20850,Apagado,4,-590,
18305,Aogashima,4,-600,
17014,Ata,4,-650,
12934,Krafla,4,-650,
12097,Villarrica,4,-670,
11261,Bravo,4,-730,
18098,Towada,4,-750,
11045,Concepcion,4,-770,
19535,Sheveluch,4,-780,
10984,Momotombo,4,-800,
16009,Tengger Caldera,4,-830,
19120,Zavaritsky,4,-850,
11272,Ruiz,4,-850,
12640,Katla,4,-850,
10047,Vesuvius,4,-880,
11385,Azufral,4,-930,
17585,Miyakejima,4,-950,
22204,Sand Mountain Field,4,-950,
17359,Kujusan,4,-990,
14550,Taupo,4,-1010,
17411,Fujisan,4,-1030,
10976,Apoyeque,4,-1050,
11260,Bravo,4,-1050,
11522,Cotopaxi,4,-1050,
18921,Khodutka,4,-1050,
14549,Taupo,4,-1050,
17819,Kusatsu-Shiranesan,4,-1120,
17376,Izu-Tobu,4,-1150,
15820,Merapi,4,-1180,
14685,Raoul Island,4,-1200,
21091,Villarrica,4,-1230,
11117,Arenal,4,-1250,
13029,Agua de Pau,4,-1290,
11259,Bravo,4,-1310,
10046,Vesuvius,4,-1430,
12631,Katla,4,-1440,
11116,Arenal,4,-1450,
17011,Ata,4,-1500,
20888,Chikurachki,4,-1500,
10045,Vesuvius,4,-1550,
12714,Hekla,4,-1550,
10038,Campi Flegrei,4,-1650,
11115,Arenal,4,-1650,
17660,Sheveluch,4,-1700,
14501,Okataina,4,-1750,
17008,Ata,4,-1780,
11083,Rincon de la Vieja,4,-1820,
10037,Campi Flegrei,4,-1870,
12624,Katla,4,-1920,
17371,Sanbesan,4,-1920,
16692,Parker,4,-1920,
20890,Chikurachki,4,-1950,
14684,Raoul Island,4,-2000,
10036,Campi Flegrei,4,-2000,
14139,Marra,4,-2000,
12337,Liamuiga,4,-2010,
17007,Ata,4,-2010,
20275,Iliamna,4,-2050,
18711,Mashu,4,-2050,
17374,Izu-Tobu,4,-2100,
19641,Changbaishan,4,-2160,
17656,Sheveluch,4,-2200,
11113,Arenal,4,-2250,
19144,Karymsky,4,-2250,
10564,Orizaba,4,-2300,
10399,Colima,4,-2370,
12401,Pelee,4,-2430,
17357,Kujusan,4,-2440,
18290,Hachijojima,4,-2450,
10026,Campi Flegrei,4,-2500,
19067,Avachinsky,4,-2530,
11340,Dona Juana,4,-2550,
17674,Asamayama,4,-2550,
14545,Taupo,4,-2600,
17095,Kirishimayama,4,-2650,
19027,Tolmachev Dol,4,-2650,
12399,Pelee,4,-2660,
17558,Myokosan,4,-2750,
19208,Kikhpinych,4,-2780,
11112,Arenal,4,-2800,
14542,Taupo,4,-2900,
17042,Aira,4,-2900,
17580,Miyakejima,4,-2900,
18934,Ksudach,4,-3000,
14144,Meidob Volcanic Field,4,-3000,
14143,Meidob Volcanic Field,4,-3050,
17041,Aira,4,-3050,
13008,Sete Cidades,4,-3050,
14541,Taupo,4,-3070,
14539,Taupo,4,-3170,
17649,Sheveluch,4,-3200,
19141,Karymsky,4,-3200,
11110,Arenal,4,-3350,
12394,Pelee,4,-3430,
11451,Atacazo,4,-3490,
12393,Pelee,4,-3500,
18709,Mashu,4,-3550,
19866,Makushin,4,-3650,
20848,Hornopiren,4,-3720,
17355,Kujusan,4,-3780,
19059,Avachinsky,4,-3790,
12392,Pelee,4,-3820,
11109,Arenal,4,-3900,
14536,Taupo,4,-4100,
14142,Meidob Volcanic Field,4,-4150,
11258,Bravo,4,-4280,
18561,Hokkaido-Komagatake,4,-4350,
17092,Kirishimayama,4,-4350,
19257,Kizimen,4,-4450,
19053,Avachinsky,4,-4460,
19052,Avachinsky,4,-4550,
17852,Takaharayama,4,-4570,
14535,Taupo,4,-4700,
12695,Hekla,4,-4700,
20874,Calbuco,4,-5030,
20274,Iliamna,4,-5050,
11107,Arenal,4,-5060,
10508,Popocatepetl,4,-5150,
21077,Romeral,4,-5390,
12389,Pelee,4,-5500,
20614,Diamond Craters,4,-5610,
18909,Iliinsky,4,-5700,
19221,Krasheninnikov,4,-5800,
12240,Calbuco,4,-5820,
14031,Meru,4,-5850,
19220,Krasheninnikov,4,-6000,
11194,Barva,4,-6050,
14140,Meidob Volcanic Field,4,-6050,
12334,Quill,4,-6140,
12387,Pelee,4,-6220,
18095,Towada,4,-6250,
19833,Okmok,4,-6310,
20893,Chikurachki,4,-6310,
19521,Sheveluch,4,-6350,
19520,Sheveluch,4,-6380,
19519,Sheveluch,4,-6400,
17579,Miyakejima,4,-6450,
11257,Romeral,4,-6510,
19517,Sheveluch,4,-6600,
12385,Pelee,4,-6610,
10021,Campi Flegrei,4,-6650,
12089,Villarrica,4,-6690,
11450,Atacazo,4,-6910,
10558,Orizaba,4,-7030,
18669,Akan,4,-7050,
14936,Karkar,4,-7140,
10506,Popocatepetl,4,-7150,
10489,Chichinautzin,4,-7370,
18797,Ushishur,4,-7450,
19511,Sheveluch,4,-7500,
19617,Elovsky,4,-7550,
13988,Paka,4,-7550,
20864,Calbuco,4,-7550,
19509,Sheveluch,4,-7600,
19508,Sheveluch,4,-7630,
20619,Shasta,4,-7650,
19507,Sheveluch,4,-7700,
11609,Tungurahua,4,-7750,
11292,Tolima,4,-7800,
14608,Ruapehu,4,-7840,
18038,Akita-Komagatake,4,-7850,
19504,Sheveluch,4,-7950,
18283,Hachijojima,4,-8020,
12549,Vestmannaeyjar,4,-8050,
19503,Sheveluch,4,-8100,
19502,Sheveluch,4,-8200,
12381,Pelee,4,-8210,
18036,Akita-Komagatake,4,-8300,
19501,Sheveluch,4,-8350,
10018,Campi Flegrei,4,-8480,
17352,Kujusan,4,-9160,
14532,Taupo,4,-9210,
19487,Khangar,4,-9500,
22198,Kambalny,3,2017,2017
22182,Bogoslof,3,2016,2017
22175,Chirinkotan,3,2016,2017
22158,Sabancaya,3,2016,2017
22174,Asosan,3,2016,2016
22105,Soputan,3,2016,2016
21095,Klyuchevskoy,3,2015,2017
21073,Kuchinoerabujima,3,2015,2015
20999,Tungurahua,3,2015,2016
20990,Chikurachki,3,2015,2015
21070,Raung,3,2015,2015
20988,Soputan,3,2015,2015
20977,Fogo,3,2014,2015
20964,Ontakesan,3,2014,2014
20957,Rabaul,3,2014,2014
20908,Zhupanovsky,3,2014,2016
20909,Pavlof,3,2014,2014
20911,Sangeang Api,3,2014,2015
20892,Merapi,3,2014,2014
20845,Cleveland,3,2013,2014
20907,Zhupanovsky,3,2013,2013
20836,Veniaminof,3,2013,2013
20807,Pavlof,3,2013,2013
20779,Karkar,3,2013,2013
20821,Soputan,3,2012,2012
20814,Ruiz,3,2012,2013
20778,Karkar,3,2012,2012
20820,Soputan,3,2011,2011
20808,Planchon-Peteroa,3,2011,2011
16064,Tengger Caldera,3,2010,2012
11645,Tungurahua,3,2010,2011
19264,Kizimen,3,2010,2013
16544,Karangetang,3,2010,2010
18529,South Sarigan Seamount,3,2010,2010
19388,Bezymianny,3,2010,2017
11644,Tungurahua,3,2010,2010
19387,Bezymianny,3,2009,2010
20391,Redoubt,3,2009,2009
13927,Alu-Dalafilla,3,2008,2008
11314,Huila,3,2008,2012
11380,Galeras,3,2008,2010
19386,Bezymianny,3,2008,2008
16439,Soputan,3,2008,2008
12077,Llaima,3,2008,2009
11379,Galeras,3,2007,2008
13923,Tair,3,2007,2008
16438,Soputan,3,2007,2007
13828,Lengai,3,2007,2010
19385,Bezymianny,3,2007,2007
11312,Huila,3,2007,2007
11878,Lascar,3,2006,2007
19384,Bezymianny,3,2006,2006
22213,Pacaya,3,2006,2010
19818,Cleveland,3,2006,2006
20273,Augustine,3,2005,2006
14206,Karthala,3,2005,2005
11713,Negra,3,2005,2005
13942,Dabbahu,3,2005,2005
10768,Santa Ana,3,2005,2005
11877,Lascar,3,2005,2005
12348,Soufriere Hills,3,2005,2013
12842,Grimsvotn,3,2004,2004
16436,Soputan,3,2004,2004
19887,Pacaya,3,2004,2005
11377,Galeras,3,2004,2005
18536,Anatahan,3,2004,2005
12347,Soufriere Hills,3,2004,2004
19382,Bezymianny,3,2004,2005
16463,Lokon-Empung,3,2003,2003
19381,Bezymianny,3,2003,2003
16308,Leroboleng,3,2003,2003
15318,Lopevi,3,2003,2003
18535,Anatahan,3,2003,2003
13836,Etna,3,2002,2003
15027,Witori,3,2002,2003
14930,Manam,3,2002,2002
19187,Karymsky,3,2001,2016
19378,Bezymianny,3,2001,2001
15317,Lopevi,3,2001,2001
19816,Cleveland,3,2001,2001
15064,Ulawun,3,2001,2001
16810,Mayon,3,2001,2001
16946,Suwanosejima,3,2000,2004
18273,Miyakejima,3,2000,2000
14494,White Island,3,2000,2000
12754,Hekla,3,2000,2000
11643,Tungurahua,3,1999,2009
16808,Mayon,3,1999,2000
16539,Karangetang,3,1999,2003
20097,Shishaldin,3,1999,1999
12841,Grimsvotn,3,1998,1998
11496,Guagua Pichincha,3,1998,2001
15316,Lopevi,3,1998,2000
19587,Sheveluch,3,1998,1998
19764,Korovin,3,1998,1998
19373,Bezymianny,3,1997,1997
10475,Colima,3,1997,2011
19372,Bezymianny,3,1997,1997
19851,Okmok,3,1997,1997
14078,Nyamuragira,3,1996,1996
12840,Grimsvotn,3,1996,1996
14666,Ruapehu,3,1996,1996
10551,Popocatepetl,3,1996,2003
19186,Karymsky,3,1996,2000
19125,Akademia Nauk,3,1996,1996
20094,Shishaldin,3,1995,1996
19370,Bezymianny,3,1995,1995
12346,Soufriere Hills,3,1995,2003
14664,Ruapehu,3,1995,1995
19472,Klyuchevskoy,3,1994,1995
13831,Etna,3,1994,2001
16224,Rinjani,3,1994,1994
19813,Cleveland,3,1994,1994
19368,Bezymianny,3,1993,1994
19863,Bogoslof,3,1992,1992
10965,Negro,3,1992,1992
20046,Westdahl,3,1991,1992
14076,Nyamuragira,3,1991,1993
16459,Lokon-Empung,3,1991,1992
12753,Hekla,3,1991,1991
